minute,mid,bid,ask
211,74.5472456002649,74.5222456002649,74.5722456002649
212,75.43316286535287,75.40816286535286,75.45816286535288
213,75.40976970323419,75.38476970323418,75.4347697032342
214,74.44515006624324,74.42015006624324,74.47015006624325
215,74.23893127760523,74.21393127760523,74.26393127760524
216,73.05864010060556,73.03364010060555,73.08364010060556
217,73.57897768965003,73.55397768965003,73.60397768965004
218,73.56351628812335,73.53851628812335,73.58851628812336
219,74.80166266157167,74.77666266157166,74.82666266157167
220,75.06730079453648,75.04230079453647,75.09230079453648
221,74.35542998830388,74.33042998830388,74.38042998830389
222,74.73383565454725,74.70883565454724,74.75883565454725
223,75.012340280151,74.98734028015099,75.037340280151
224,75.6373596560299,75.6123596560299,75.6623596560299
225,75.59934112421689,75.57434112421689,75.6243411242169
226,75.3724266401734,75.3474266401734,75.3974266401734
227,75.24529168006056,75.22029168006055,75.27029168006057
228,74.78673796385912,74.76173796385912,74.81173796385913
229,75.17934821144733,75.15434821144733,75.20434821144734
230,76.05415319294269,76.02915319294269,76.0791531929427
231,76.55276950262622,76.52776950262621,76.57776950262623
232,77.56556804640836,77.54056804640835,77.59056804640836
233,76.5733051234273,76.5483051234273,76.59830512342731
234,75.92646682102345,75.90146682102345,75.95146682102346
235,76.51887665716653,76.49387665716652,76.54387665716654
236,77.28204170235009,77.25704170235008,77.30704170235009
237,78.19534875068341,78.1703487506834,78.22034875068341
238,79.29273923673811,79.26773923673811,79.31773923673812
239,79.97089831707049,79.94589831707049,79.9958983170705
240,79.35216445530462,79.32716445530461,79.37716445530462
241,80.55237679813393,80.52737679813393,80.57737679813394
242,81.18153927314424,81.15653927314423,81.20653927314424
243,83.05899711349282,83.03399711349282,83.08399711349283
244,84.89324470604764,84.86824470604763,84.91824470604764
245,84.31051516049834,84.28551516049833,84.33551516049835
246,83.36918052237735,83.34418052237734,83.39418052237735
247,82.4275657275288,82.4025657275288,82.4525657275288
248,82.81828054155851,82.7932805415585,82.84328054155851
249,83.30660848344323,83.28160848344322,83.33160848344323
250,82.13074966081983,82.10574966081982,82.15574966081984
251,81.57753868956055,81.55253868956055,81.60253868956056
252,80.34052711436512,80.31552711436511,80.36552711436512
253,81.64974920317883,81.62474920317882,81.67474920317883
254,82.6997831939057,82.6747831939057,82.72478319390571
255,82.1302132152295,82.1052132152295,82.15521321522951
256,82.34903884454282,82.32403884454281,82.37403884454282
257,82.87651609227325,82.85151609227324,82.90151609227325
258,81.7855481032826,81.76054810328259,81.8105481032826
259,82.04001776813689,82.01501776813689,82.0650177681369
260,83.38369781399675,83.35869781399674,83.40869781399675
261,81.68420875267434,81.65920875267433,81.70920875267434
262,82.59715154231758,82.57215154231757,82.62215154231758
263,82.66706742209364,82.64206742209363,82.69206742209364
264,83.34151335681065,83.31651335681065,83.36651335681066
265,82.47370643539382,82.44870643539382,82.49870643539383
266,82.73196794168676,82.70696794168676,82.75696794168677
267,83.67158088084624,83.64658088084623,83.69658088084624
268,83.46999728533949,83.44499728533948,83.4949972853395
269,82.83073197887789,82.80573197887789,82.8557319788779
270,83.96291207745445,83.93791207745444,83.98791207745445
271,84.99711660425315,84.97211660425315,85.02211660425316
272,84.62462054248957,84.59962054248956,84.64962054248957
273,84.90160742110639,84.87660742110639,84.9266074211064
274,84.5618634346683,84.53686343466829,84.5868634346683
275,85.29248327815716,85.26748327815716,85.31748327815717
276,85.67260712022924,85.64760712022924,85.69760712022925
277,84.28714255178095,84.26214255178094,84.31214255178095
278,84.84539810193468,84.82039810193467,84.87039810193468
279,85.40908278902968,85.38408278902968,85.43408278902969
280,84.78538544951503,84.76038544951503,84.81038544951504
281,84.65968336677956,84.63468336677956,84.68468336677957
282,86.09034128668497,86.06534128668497,86.11534128668498
283,86.5739999351191,86.5489999351191,86.59899993511911
284,86.15551465459762,86.13051465459762,86.18051465459763
285,87.12395845880867,87.09895845880867,87.14895845880868
286,87.11851385114443,87.09351385114442,87.14351385114443
287,85.8559613705118,85.8309613705118,85.88096137051181
288,87.17274488901768,87.14774488901767,87.19774488901768
289,87.79851741255226,87.77351741255225,87.82351741255226
290,86.65957458363884,86.63457458363884,86.68457458363885
291,87.6234975831141,87.5984975831141,87.6484975831141
292,88.46874188586224,88.44374188586224,88.49374188586225
293,88.45842613302935,88.43342613302934,88.48342613302935
294,87.67274156422069,87.64774156422068,87.69774156422069
295,89.23522032578876,89.21022032578875,89.26022032578877
296,89.06657303359532,89.04157303359531,89.09157303359532
297,87.95560974993828,87.93060974993827,87.98060974993828
298,88.53555584257292,88.51055584257291,88.56055584257292
299,89.0442667342213,89.01926673422129,89.0692667342213
300,89.50009841122237,89.47509841122236,89.52509841122237
301,90.07713243276076,90.05213243276076,90.10213243276077
302,92.83632117125086,92.81132117125085,92.86132117125086
303,92.27142657324137,92.24642657324137,92.29642657324138
304,95.11576285790653,95.09076285790653,95.14076285790654
305,94.69700851818187,94.67200851818187,94.72200851818188
306,95.52468916549644,95.49968916549643,95.54968916549645
307,95.84749235023403,95.82249235023403,95.87249235023404
308,97.17739710467265,97.15239710467264,97.20239710467266
309,98.22796363290624,98.20296363290623,98.25296363290624
310,97.03283391151069,97.00783391151069,97.0578339115107
311,95.43800824437137,95.41300824437137,95.46300824437138
312,95.86528017238042,95.84028017238042,95.89028017238043
313,95.16155734787323,95.13655734787322,95.18655734787323
314,96.14971349703167,96.12471349703166,96.17471349703168
315,97.03611438945119,97.01111438945118,97.06111438945119
316,96.79601157964183,96.77101157964182,96.82101157964183
317,95.43678196225024,95.41178196225023,95.46178196225024
318,95.13060359354401,95.105603593544,95.15560359354401
319,95.15695741295457,95.13195741295456,95.18195741295457
320,94.87632783006458,94.85132783006458,94.90132783006459
321,96.02471698247626,95.99971698247626,96.04971698247627
322,97.32898212352859,97.30398212352858,97.3539821235286
323,99.53382217006622,99.50882217006621,99.55882217006622
324,98.81184442131443,98.78684442131443,98.83684442131444
325,99.03469421298811,99.00969421298811,99.05969421298812
326,96.7337348014507,96.70873480145069,96.7587348014507
327,95.90569752087485,95.88069752087485,95.93069752087486
328,96.84634043758666,96.82134043758666,96.87134043758667
329,95.30142437490531,95.2764243749053,95.32642437490532
330,95.76165386552034,95.73665386552034,95.78665386552035
331,95.56497293195491,95.5399729319549,95.58997293195492
332,95.29425697088814,95.26925697088814,95.31925697088815
333,96.69643212293302,96.67143212293301,96.72143212293302
334,97.65027925842035,97.62527925842035,97.67527925842036
335,98.5587679269071,98.53376792690709,98.5837679269071
336,98.54800819268029,98.52300819268028,98.57300819268029
337,97.66097800855286,97.63597800855285,97.68597800855287
338,97.90571348858002,97.88071348858001,97.93071348858003
339,98.99461189493434,98.96961189493433,99.01961189493434
340,100.63556792931037,100.61056792931036,100.66056792931037
341,100.94131850834307,100.91631850834307,100.96631850834308
342,98.74900573852979,98.72400573852978,98.7740057385298
343,97.6209327944736,97.5959327944736,97.64593279447361
344,98.27509459958873,98.25009459958872,98.30009459958873
345,98.70093481097592,98.67593481097592,98.72593481097593
346,99.71494340029469,99.68994340029468,99.73994340029469
347,100.68956820336446,100.66456820336445,100.71456820336446
348,100.3659166518444,100.3409166518444,100.3909166518444
349,98.53978475604886,98.51478475604885,98.56478475604887
350,98.6008576268524,98.5758576268524,98.62585762685241
351,99.25551369498494,99.23051369498494,99.28051369498495
352,99.49073122038007,99.46573122038006,99.51573122038008
353,99.68696267928571,99.66196267928571,99.71196267928572
354,99.64270439364306,99.61770439364305,99.66770439364306
355,98.40770223718238,98.38270223718237,98.43270223718238
356,97.27419600351854,97.24919600351853,97.29919600351855
357,96.79016905571376,96.76516905571376,96.81516905571377
358,95.76076250097611,95.73576250097611,95.78576250097612
359,96.19889877109874,96.17389877109873,96.22389877109875
360,94.35591667024175,94.33091667024175,94.38091667024176
361,94.80437563333854,94.77937563333853,94.82937563333854
362,96.3438656943399,96.31886569433989,96.3688656943399
363,98.44657298571238,98.42157298571237,98.47157298571238
364,99.91039355150998,99.88539355150998,99.93539355150999
365,100.67757291583584,100.65257291583583,100.70257291583584
366,100.33071631697439,100.30571631697438,100.3557163169744
367,101.89261029633376,101.86761029633375,101.91761029633376
368,101.92818926130276,101.90318926130276,101.95318926130277
369,102.27278857657178,102.24778857657178,102.29778857657179
370,101.79723164736669,101.77223164736668,101.82223164736669
371,101.87012165742179,101.84512165742179,101.8951216574218
372,101.47872758410637,101.45372758410636,101.50372758410637
373,102.06046418199672,102.03546418199672,102.08546418199673
374,100.61635072804216,100.59135072804216,100.64135072804217
375,100.03576799380056,100.01076799380056,100.06076799380057
376,100.28714636720422,100.26214636720421,100.31214636720422
377,100.82669721909036,100.80169721909036,100.85169721909037
378,101.86409300368457,101.83909300368457,101.88909300368458
379,101.51053097810608,101.48553097810607,101.53553097810608
380,102.51907653438697,102.49407653438696,102.54407653438697
381,103.7042900555544,103.67929005555439,103.7292900555544
382,102.68555020929769,102.66055020929768,102.7105502092977
383,103.23186927465918,103.20686927465917,103.25686927465918
384,104.66097846322056,104.63597846322055,104.68597846322056
385,107.87016649391981,107.8451664939198,107.89516649391982
386,108.07089223336439,108.04589223336438,108.0958922333644
387,108.8688797246153,108.84387972461529,108.8938797246153
388,107.7546042576075,107.72960425760749,107.7796042576075
389,107.21791937958432,107.19291937958431,107.24291937958432
