minute,mid,bid,ask,signal,quoted_bid,quoted_ask
106,91.21410772109391,91.1891077210939,91.23910772109392,-0.16905271949292597,91.18572666670404,91.23572666670405
107,91.14590224005931,91.12090224005931,91.17090224005932,0.5247500870267173,91.13139724179985,91.18139724179986
108,91.53314384964627,91.50814384964626,91.55814384964627,0.7004591092885283,91.52215303183203,91.57215303183204
109,91.75397722108481,91.7289772210848,91.77897722108482,0.9574616186537154,91.74812645345789,91.7981264534579
110,91.85741252060654,91.83241252060654,91.88241252060655,0.9992419574107961,91.85239735975476,91.90239735975477
111,90.28187543518388,90.25687543518387,90.30687543518388,-0.8976846719659125,90.23892174174455,90.28892174174456
112,92.15309176478718,92.12809176478717,92.17809176478718,0.8830051385139258,92.14575186755745,92.19575186755746
113,90.91796800572075,90.89296800572075,90.94296800572076,-0.6622738537831165,90.87972252864509,90.9297225286451
114,90.05159742344094,90.02659742344093,90.07659742344094,-0.9495310960520809,90.00760680151988,90.0576068015199
115,90.86114324969098,90.83614324969098,90.88614324969099,-0.8399564857376304,90.81934411997622,90.86934411997623
116,91.18653620038585,91.16153620038584,91.21153620038585,0.8327920574302091,91.17819204153444,91.22819204153446
117,91.06129235564428,91.03629235564428,91.08629235564429,-0.9852233123059804,91.01658788939815,91.06658788939816
118,91.12839389663242,91.10339389663241,91.15339389663242,0.4223175809007487,91.11184024825043,91.16184024825044
119,90.75994814486995,90.73494814486995,90.78494814486996,0.9991811884967721,90.75493176863988,90.80493176863989
120,90.46813838363377,90.44313838363377,90.49313838363378,-0.8623387403251611,90.42589160882726,90.47589160882727
121,89.72729647909242,89.70229647909241,89.75229647909242,-0.9882884412153065,89.68253071026811,89.73253071026812
122,89.93817209679904,89.91317209679903,89.96317209679904,-0.960115449699173,89.89396978780505,89.94396978780506
123,88.48662962089323,88.46162962089322,88.51162962089323,-0.9951185831701338,88.44172724922981,88.49172724922983
124,87.49969023571688,87.47469023571688,87.52469023571689,-0.9910242918146138,87.45486974988059,87.5048697498806
125,88.13765700159621,88.1126570015962,88.16265700159622,-0.9770754258424857,88.09311549307935,88.14311549307936
126,89.51148221329707,89.48648221329707,89.53648221329708,-0.21270577329749557,89.48222809783111,89.53222809783112
127,88.77800816871691,88.7530081687169,88.80300816871691,-0.9143555300734244,88.73472105811544,88.78472105811545
128,89.25538417792389,89.23038417792388,89.28038417792389,0.7324542349342381,89.24503326262257,89.29503326262258
129,90.08571137059077,90.06071137059077,90.11071137059078,0.9981872049933259,90.08067511469064,90.13067511469065
130,91.67179064207333,91.64679064207333,91.69679064207334,0.9964336765503776,91.66671931560434,91.71671931560435
131,90.62324542182398,90.59824542182398,90.64824542182399,0.7507617794991349,90.61326065741396,90.66326065741397
132,91.21778283985684,91.19278283985683,91.24278283985684,0.9884002915566489,91.21255084568797,91.26255084568798
133,94.46134192735633,94.43634192735632,94.48634192735634,0.9956042511262221,94.45625401237885,94.50625401237886
134,93.22720709421763,93.20220709421763,93.25220709421764,0.9638726812901679,93.22148454784343,93.27148454784344
135,92.66077038159962,92.63577038159961,92.68577038159962,0.5649661833461576,92.64706970526653,92.69706970526654
136,90.82848822412431,90.80348822412431,90.85348822412432,0.1372106846944245,90.8062324378182,90.8562324378182
137,90.34701542894393,90.32201542894393,90.37201542894394,-0.47028707677316967,90.31260968740847,90.36260968740848
138,90.60447153805991,90.5794715380599,90.62947153805992,-0.9943704437806575,90.55958412918429,90.6095841291843
139,90.38690248461498,90.36190248461497,90.41190248461498,-0.9943951758577823,90.34201458109781,90.39201458109783
140,92.56909479858138,92.54409479858137,92.59409479858138,-0.09858891259386192,92.5421230203295,92.59212302032951
141,91.40571707200473,91.38071707200473,91.43071707200474,0.5450882643734734,91.3916188372922,91.44161883729221
142,89.89441494371998,89.86941494371997,89.91941494371999,-0.4075325697622716,89.86126429232473,89.91126429232474
143,89.71593019431026,89.69093019431025,89.74093019431027,-0.6332401439009967,89.67826539143223,89.72826539143225
144,87.49519799929517,87.47019799929517,87.52019799929518,-0.9065803563522822,87.45206639216812,87.50206639216813
145,87.22253544464719,87.19753544464719,87.2475354446472,-0.9953852643924719,87.17762773935934,87.22762773935935
146,87.21008627210381,87.1850862721038,87.23508627210381,-0.9955709834497778,87.1651748524348,87.21517485243481
147,87.08408989252531,87.05908989252531,87.10908989252532,-0.9873415967642295,87.03934306059003,87.08934306059004
148,86.69884538187046,86.67384538187045,86.72384538187046,-0.9999999982059842,86.65384538190634,86.70384538190635
149,85.69554639314765,85.67054639314765,85.72054639314766,-0.9925883942471319,85.6506946252627,85.70069462526271
150,84.68647974043041,84.66147974043041,84.71147974043042,-0.9827836768681503,84.64182406689305,84.69182406689306
151,84.0937309487259,84.0687309487259,84.11873094872591,-0.9850089243449129,84.049030770239,84.09903077023901
152,84.01095324913425,83.98595324913424,84.03595324913425,-0.9906365346475453,83.96614051844129,84.0161405184413
153,83.93231324889354,83.90731324889353,83.95731324889354,-0.998871015742736,83.88733582857867,83.93733582857868
154,83.93660635168999,83.91160635168998,83.96160635169,-0.9999698386393598,83.8916069549172,83.9416069549172
155,83.29584686365703,83.27084686365703,83.32084686365704,-0.9996746175723754,83.25085337130558,83.30085337130559
156,81.09817706490257,81.07317706490257,81.12317706490258,-0.9841902655002528,81.05349325959256,81.10349325959257
157,80.56429296013849,80.53929296013848,80.5892929601385,-0.9723398808979884,80.51984616252052,80.56984616252053
158,80.21354230193629,80.18854230193628,80.23854230193629,-0.9761685397781228,80.16901893114071,80.21901893114072
159,80.29084472027245,80.26584472027244,80.31584472027245,-0.9933204541580711,80.24597831118928,80.29597831118929
160,78.86727149731672,78.84227149731672,78.89227149731673,-0.9999563912554763,78.8222723694916,78.87227236949161
161,78.57968078393293,78.55468078393292,78.60468078393293,-0.9921664452704843,78.53483745502751,78.58483745502753
162,78.67017393307059,78.64517393307058,78.69517393307059,-0.9766071031029522,78.62564179100852,78.67564179100853
163,78.98566742542734,78.96066742542733,79.01066742542734,-0.9429234373006408,78.94180895668131,78.99180895668133
164,80.19876401453291,80.1737640145329,80.22376401453292,-0.1394211058728472,80.17097559241545,80.22097559241546
165,80.22314501376299,80.19814501376298,80.248145013763,0.9301849150938079,80.21674871206486,80.26674871206487
166,80.75901511397856,80.73401511397856,80.78401511397857,0.9849081631490607,80.75371327724154,80.80371327724156
167,79.1466162474355,79.1216162474355,79.17161624743551,0.5542509315694749,79.13270126606689,79.1827012660669
168,78.87111975758584,78.84611975758584,78.89611975758585,-0.14277602819844068,78.84326423702187,78.89326423702188
169,79.26396031410485,79.23896031410484,79.28896031410486,-0.823246393297296,79.2224953862389,79.27249538623892
170,79.89026600323659,79.86526600323658,79.9152660032366,-0.4146891869737171,79.85697221949711,79.90697221949712
171,79.46365752156814,79.43865752156813,79.48865752156814,-0.9977791309499949,79.41870193894913,79.46870193894914
172,79.2638030852983,79.2388030852983,79.28880308529831,0.3061827341536829,79.24492673998138,79.29492673998139
173,79.51282480149273,79.48782480149272,79.53782480149273,0.9866737374353802,79.50755827624143,79.55755827624144
174,79.53266173342502,79.50766173342501,79.55766173342502,0.829333093166505,79.52424839528834,79.57424839528835
175,79.00237457310585,78.97737457310585,79.02737457310586,-0.9992755901116409,78.95738906130362,79.00738906130363
176,78.88980062140159,78.86480062140159,78.9148006214016,-0.9617721777631824,78.84556517784632,78.89556517784634
177,77.74818253061127,77.72318253061127,77.77318253061128,-0.9697859291236708,77.7037868120288,77.7537868120288
178,77.25627534100714,77.23127534100713,77.28127534100715,-0.9831701500057847,77.21161193800702,77.26161193800704
179,78.16028964119953,78.13528964119952,78.18528964119953,-0.9511870694725658,78.11626589981007,78.16626589981009
180,77.42150759589073,77.39650759589072,77.44650759589074,-0.9841600645358461,77.3768243946,77.42682439460002
181,78.0966886663376,78.0716886663376,78.1216886663376,-0.9628690586074053,78.05243128516544,78.10243128516545
182,77.78311724719022,77.75811724719021,77.80811724719022,0.08704153593869246,77.75985807790899,77.809858077909
183,78.416218002454,78.391218002454,78.44121800245401,0.9953232617954578,78.4111244676899,78.46112446768991
184,78.31884895927418,78.29384895927417,78.34384895927418,0.37021983916912216,78.30125335605756,78.35125335605757
185,78.20544422931125,78.18044422931125,78.23044422931126,0.9967329200965123,78.20037888771319,78.2503788877132
186,76.83243818279773,76.80743818279772,76.85743818279774,-0.9600220449194359,76.78823774189934,76.83823774189935
187,77.80606394414103,77.78106394414102,77.83106394414104,0.03536671014295349,77.78177127834388,77.8317712783439
188,78.39897322625215,78.37397322625215,78.42397322625216,-0.026718855487997385,78.37343884914239,78.4234388491424
189,77.0705487311443,77.0455487311443,77.0955487311443,-0.9480913651599508,77.02658690384109,77.0765869038411
190,77.2632482078249,77.2382482078249,77.2882482078249,-0.9045953857544674,77.2201563001098,77.27015630010982
191,77.12040590919274,77.09540590919273,77.14540590919275,0.4690065392833153,77.1047860399784,77.15478603997842
192,78.38271672863372,78.35771672863372,78.40771672863373,0.688356905132683,78.37148386673637,78.42148386673638
193,78.88425515596957,78.85925515596956,78.90925515596957,0.5240673971080491,78.86973650391172,78.91973650391174
194,79.13426924651881,79.1092692465188,79.15926924651882,0.9773965665020516,79.12881717784884,79.17881717784886
195,78.65707479650423,78.63207479650423,78.68207479650424,0.9439784277893787,78.65095436506002,78.70095436506003
196,77.516083611663,77.491083611663,77.54108361166301,0.5611672937814944,77.50230695753864,77.55230695753865
197,76.3229471468083,76.2979471468083,76.34794714680831,-0.9422283937727869,76.27910257893284,76.32910257893285
198,77.486549427559,77.46154942755899,77.511549427559,-0.852812328945809,77.44449318098007,77.49449318098009
199,77.11654379012121,77.09154379012121,77.14154379012122,-0.9835042068096554,77.07187370598501,77.12187370598502
200,76.5709947568576,76.5459947568576,76.5959947568576,-0.9991394238244936,76.52601196838111,76.57601196838112
201,76.40322321142175,76.37822321142174,76.42822321142175,-0.9765887178881886,76.35869143706398,76.408691437064
202,75.92157026593146,75.89657026593146,75.94657026593147,-0.5749098749139283,75.88507206843317,75.93507206843319
203,75.85806266243671,75.8330626624367,75.88306266243671,-0.9964108605203624,75.8131344452263,75.86313444522631
204,75.13437169630586,75.10937169630586,75.15937169630587,-0.9982814795541988,75.08940606671477,75.13940606671478
205,75.56601605365584,75.54101605365584,75.59101605365585,-0.9730218075116348,75.52155561750561,75.57155561750562
206,75.1111002281709,75.08610022817089,75.1361002281709,-0.9975622875320329,75.06614898242024,75.11614898242026
207,74.7188349866922,74.6938349866922,74.7438349866922,-0.9914040964901614,74.6740069047624,74.7240069047624
208,75.75728482257644,75.73228482257643,75.78228482257644,-0.24108326285212994,75.72746315731939,75.7774631573194
209,75.20340751268802,75.17840751268801,75.22840751268802,0.16852100707891965,75.18177793282959,75.2317779328296
210,74.86976922006725,74.84476922006725,74.89476922006726,-0.9409300018489598,74.82595062003027,74.87595062003028
211,74.5472456002649,74.5222456002649,74.5722456002649,-0.8273180450608405,74.50569923936368,74.55569923936369
212,75.43316286535287,75.40816286535286,75.45816286535288,0.9072731421433159,75.42630832819573,75.47630832819574
213,75.40976970323419,75.38476970323418,75.4347697032342,-0.7239253910326813,75.37029119541353,75.42029119541354
214,74.44515006624324,74.42015006624324,74.47015006624325,-0.9257463404644907,74.40163513943395,74.45163513943396
215,74.23893127760523,74.21393127760523,74.26393127760524,-0.806462729324393,74.19780202301874,74.24780202301875
216,73.05864010060556,73.03364010060555,73.08364010060556,-0.9083794736762937,73.01547251113203,73.06547251113204
217,73.57897768965003,73.55397768965003,73.60397768965004,-0.968858356612609,73.53460052251778,73.58460052251779
218,73.56351628812335,73.53851628812335,73.58851628812336,-0.9972210483554832,73.51857186715624,73.56857186715625
219,74.80166266157167,74.77666266157166,74.82666266157167,0.482191720341952,74.78630649597851,74.83630649597852
220,75.06730079453648,75.04230079453647,75.09230079453648,0.7402476157108555,75.0571057468507,75.1071057468507
221,74.35542998830388,74.33042998830388,74.38042998830389,0.9545347211841209,74.34952068272756,74.39952068272757
222,74.73383565454725,74.70883565454724,74.75883565454725,0.9623442406397905,74.72808253936005,74.77808253936006
223,75.012340280151,74.98734028015099,75.037340280151,0.9999307317750353,75.00733889478649,75.0573388947865
224,75.6373596560299,75.6123596560299,75.6623596560299,0.9438234525892648,75.63123612508168,75.6812361250817
225,75.59934112421689,75.57434112421689,75.6243411242169,0.7442029801988057,75.58922518382086,75.63922518382087
226,75.3724266401734,75.3474266401734,75.3974266401734,0.9892230646000759,75.3672111014654,75.41721110146541
227,75.24529168006056,75.22029168006055,75.27029168006057,0.9624228519189512,75.23954013709893,75.28954013709894
228,74.78673796385912,74.76173796385912,74.81173796385913,-0.5766139069108792,74.7502056857209,74.80020568572091
229,75.17934821144733,75.15434821144733,75.20434821144734,-0.9114080843844365,75.13612004975964,75.18612004975965
230,76.05415319294269,76.02915319294269,76.0791531929427,0.7556280645318724,76.04426575423332,76.09426575423333
231,76.55276950262622,76.52776950262621,76.57776950262623,0.9274953489530585,76.54631940960527,76.59631940960529
232,77.56556804640836,77.54056804640835,77.59056804640836,0.9702268068558466,77.55997258254547,77.60997258254548
233,76.5733051234273,76.5483051234273,76.59830512342731,0.967775809304416,76.56766063961338,76.61766063961339
234,75.92646682102345,75.90146682102345,75.95146682102346,0.820347385979348,75.91787376874304,75.96787376874305
235,76.51887665716653,76.49387665716652,76.54387665716654,0.6571914233545181,76.50702048563362,76.55702048563363
236,77.28204170235009,77.25704170235008,77.30704170235009,0.8061420109330649,77.27316454256874,77.32316454256875
237,78.19534875068341,78.1703487506834,78.22034875068341,0.6196031187477393,78.18274081305836,78.23274081305837
238,79.29273923673811,79.26773923673811,79.31773923673812,0.9661906719998804,79.2870630501781,79.33706305017812
239,79.97089831707049,79.94589831707049,79.9958983170705,0.9934937601764435,79.96576819227401,80.01576819227402
240,79.35216445530462,79.32716445530461,79.37716445530462,0.9899844100968628,79.34696414350655,79.39696414350657
241,80.55237679813393,80.52737679813393,80.57737679813394,0.9988246783391074,80.54735329170072,80.59735329170073
242,81.18153927314424,81.15653927314423,81.20653927314424,0.9987921567441936,81.17651511627912,81.22651511627913
243,83.05899711349282,83.03399711349282,83.08399711349283,0.9900296277002868,83.05379770604682,83.10379770604683
244,84.89324470604764,84.86824470604763,84.91824470604764,0.9781801975384762,84.8878083099984,84.93780830999842
245,84.31051516049834,84.28551516049833,84.33551516049835,0.9893103192364907,84.30530136688307,84.35530136688308
246,83.36918052237735,83.34418052237734,83.39418052237735,0.9626302831357852,83.36343312804006,83.41343312804007
247,82.4275657275288,82.4025657275288,82.4525657275288,0.8517129464653618,82.41959998645811,82.46959998645812
248,82.81828054155851,82.7932805415585,82.84328054155851,-0.23043064148986173,82.7886719287287,82.83867192872871
249,83.30660848344323,83.28160848344322,83.33160848344323,-0.9776378884839918,83.26205572567355,83.31205572567356
250,82.13074966081983,82.10574966081982,82.15574966081984,-0.9993753193431844,82.08576215443296,82.13576215443297
251,81.57753868956055,81.55253868956055,81.60253868956056,-0.9913922357013263,81.53271084484652,81.58271084484653
252,80.34052711436512,80.31552711436511,80.36552711436512,-0.9477971972661193,80.29657117041978,80.3465711704198
253,81.64974920317883,81.62474920317882,81.67474920317883,-0.7975606133809523,81.6087979909112,81.65879799091121
254,82.6997831939057,82.6747831939057,82.72478319390571,-0.6012346936597067,82.6627585000325,82.7127585000325
255,82.1302132152295,82.1052132152295,82.15521321522951,-0.0006145119668943073,82.10520092499016,82.15520092499017
256,82.34903884454282,82.32403884454281,82.37403884454282,0.6862857481928846,82.33776455950667,82.38776455950668
257,82.87651609227325,82.85151609227324,82.90151609227325,0.9999435238130194,82.8715149627495,82.92151496274951
258,81.7855481032826,81.76054810328259,81.8105481032826,0.30094704823064344,81.7665670442472,81.81656704424721
259,82.04001776813689,82.01501776813689,82.0650177681369,-0.9224823930665653,81.99656812027555,82.04656812027557
260,83.38369781399675,83.35869781399674,83.40869781399675,0.9596843254558092,83.37789150050585,83.42789150050586
261,81.68420875267434,81.65920875267433,81.70920875267434,-0.7142051814868898,81.6449246490446,81.69492464904461
262,82.59715154231758,82.57215154231757,82.62215154231758,-0.3779459331601111,82.56459262365436,82.61459262365437
263,82.66706742209364,82.64206742209363,82.69206742209364,0.8753081116232285,82.6595735843261,82.70957358432611
264,83.34151335681065,83.31651335681065,83.36651335681066,0.9545177237793055,83.33560371128623,83.38560371128624
265,82.47370643539382,82.44870643539382,82.49870643539383,-0.9120155380776707,82.43046612463226,82.48046612463227
266,82.73196794168676,82.70696794168676,82.75696794168677,0.9959740783930734,82.72688742325462,82.77688742325464
267,83.67158088084624,83.64658088084623,83.69658088084624,0.9717496661657593,83.66601587416955,83.71601587416956
268,83.46999728533949,83.44499728533948,83.4949972853395,0.9174682128131997,83.46334664959575,83.51334664959576
269,82.83073197887789,82.80573197887789,82.8557319788779,-0.7617008347722863,82.79049796218244,82.84049796218245
270,83.96291207745445,83.93791207745444,83.98791207745445,0.9924081842187084,83.95776024113881,84.00776024113883
